index,title,description,publish_date,publish_time,likes,views,category,channel_id
743,Your March Recipes | Part Two | Gordon Ramsay,"Even more delicious recipes for March, including Crispy filo with honeyed yoghurt, Pomegranate molasses marinated quail, Saffron flatbread, steamed mussels with cherry tomatoes & pancetta and Aromatic grilled lamb chops

#GordonRamsay #Cooking 

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2023-03-07,17:00:32,2101,253539,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
744,Gordon Ramsay Dumbfounded Over Risotto | Kitchen Nightmares FULL EPISODE,"Gordon Ramsy visits Jack's, where the food doesn't set high hopes for Gordon.

#GordonRamsay #Cooking 

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-03-22,17:00:03,29363,1958720,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
745,Lamb Recipes For Easter Sunday | Gordon Ramsay,"It's Easter Sunday! Here are some mouth-watering lamb recipes for you.

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2021-04-04,16:00:11,25450,842859,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
746,Post Christmas Blues Recipes | Part One | Gordon Ramsay,"Here are a few recipes that are perfect for those post-Christmas blues.

#GordonRamsay #Cooking 

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-12-29,17:00:27,2362,96406,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
747,Gordon Ramsay's Shopping Guide For Pork,"Gordon Ramsay gets master butcher Danny Lidgate to show some crucial tips for buying Pork. 

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2020-10-25,16:00:04,12850,414862,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
748,5 Declicious Pork Recipes | Gordon Ramsay,"Gordon Ramsay shows off his top 5 pork recipes. 

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

Follow Gordon:
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword""",2017-12-31,18:00:03,62780,6082603,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
749,Owner Makes the Guests Sign a “Clean Waiver”! | Hotel Hell,"At least Gordon liked the food truck

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

Follow Gordon:
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword""",2017-11-30,17:00:01,74216,6299138,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
750,Gordon Ramsay's Bacon Cheesy Toast in Under 10 Minutes,"There's nothing spooky about this dish! Perfect for those cold Autumn/Fall afternoons or lunch, this hearty bacon cauliflower cheese toast is the perfect recipe for the weekend. Happy Halloween! 

Order Ramsay in 10 Now to get the Full Recipe: http://hyperurl.co/Ramsayin10
Made with Hexclad - Get Cookin' with HexClad today: http://www.hexclad.com

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

#GordonRamsay #Food #Cooking #Halloween",2021-10-30,15:00:03,35725,1282230,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
751,Gordon Ramsay Makes Spicy Cornflake Chicken Sliders in Under 10 Minutes,"To celebrate the release of the Ramsay in 10 cookbooks in the US, Gordon is cooking up a delicious spicy chicken slider perfect for dinner, that football or soccer match, or at home with family and friends. With a little spicy Korean flare, this is a stunner 

Order Ramsay in 10 Now to get the Full Recipe: http://hyperurl.co/Ramsayin10
Made with Hexclad - Get Cookin' with HexClad today: http://www.hexclad.com

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

#GordonRamsay #Food #Cooking #Chicken",2021-11-02,15:01:39,63729,2376773,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
752,Gordon Ramsay Spits Out His Hotel Food | Hotel Hell,"The owner has designed his hotel to look like a sports car at an absurd cost. Ramsay has to check it out.

Order Ramsay in 10 Now to get the Full Recipe: http://hyperurl.co/Ramsayin10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayo...
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

#GordonRamsay #Food #Cooking #HotelHell

Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword""",2017-07-13,17:00:02,223258,20092367,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
753,Cooking Basics With Gordon Ramsay | Part One,"Here are some basic skills that everyone should know! From using knives to cutting onions.

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2020-08-27,16:00:05,77194,3217444,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
754,Gordon Ramsay Makes Steak and Eggs in Texas | Scrambled,"Gordon is back with more Scrambled! Hitting the road to make breakfast around the world during his National Geographic Show Gordon Ramsay: Uncharted (which premiere's Monday May 31st). This week he's in Texas, the home of the longhorn, and is cooking up a delicious steak and eggs dish. 

Make this recipe at home with https://www.biteoffox.com/recipes/204642/texas_steak_and_eggs/

Find more amazing Gordon recipes at https://www.biteoffox.com/!

#GordonRamsay #Cooking #Food #Texas #Steak 

Catch Uncharted Here: https://www.nationalgeographic.com/tv/shows/gordon-ramsay-uncharted
Full Recipe here: https://www.gordonramsay.com/gr/recipes/texassteakandeggs

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay",2021-05-30,16:00:24,140913,5157118,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
755,James Corden is Rude to His Mum | Gordon Ramsay,"Gordon Ramsay talks to James Corden about the kind of food he grew up with. From Cookalong Live.

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

Follow Gordon:
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword""",2009-11-13,15:15:42,2923,615604,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
756,Gordon Ramsay makes a Cauliflower Steak?!?,"2022 Goals: Balance. So set your health goals with this delicious and easy Cauliflower steak that can be done in under 10 minutes! Perfect for those vegans and vegetarians in your life, Gordon's got you covered. 

Order Ramsay in 10 Now to get the Full Recipe: http://hyperurl.co/Ramsayin10
Made with Hexclad - Get Cookin' with HexClad today: http://www.hexclad.com

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay      
Facebook: http://www.facebook.com/GordonRamsay 

#GordonRamsay #Food #Cooking",2022-01-16,16:00:04,31215,1189891,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
757,Seasonal Cooking In January | Gordon Ramsay,"Kicking 2022 off with using seasonal ingredients each month for the absolutely best flavour.  January sees us using ingredients such as apples, mussels and venison. 

#GordonRamsay #Cooking #Food 

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-01-06,17:00:00,8171,266414,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
758,Stuffed Croissant French Toast Recipe in 7 Minutes ?!? | Gordon Ramsay,"Brunch is served! Gordon is serving up a delicious Croissant French Toast in UNDER 10 minutes. This Ramsay in 10 dish is perfect for brunch, dessert or breakfast served stuffed and covered with caramelized apples. This is perfect for the weekends or with leftover croissants. 

Order Ramsay in 10 Now to get the Full Recipe: http://hyperurl.co/Ramsayin10
Made with Hexclad - Get Cookin' with HexClad today: http://www.hexclad.com

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

#GordonRamsay #Food #Cooking",2021-10-17,16:03:01,27009,863359,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
759,CHRISTMAS RECIPE: Christmas Beef Wellington,"A Christmas take on a classic dish.
Order Ramsay in 10 Now to get the Full Recipe: http://hyperurl.co/Ramsayin10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayo...
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

#GordonRamsay #Food #Cooking",2018-12-20,17:00:01,538279,33462277,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
760,"""They Look Like A Pair Of Camel's B*llocks"" | Hotel Hell","Hitting your staff is deplorable. 

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

Follow Gordon:
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword""",2018-03-29,16:00:04,42727,3612822,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
761,Owner DEFENDS Boiling Burgers | Hotel Hell,"Revolting.

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

Follow Gordon:
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword""",2018-06-10,16:00:05,109865,9800205,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
762,Slow Braised Beef Cheeks with Pappardelle | Gordon Ramsay,"Gordon shows an Italian inspired dinner with slow braised Beef cheeks. with pappardelle.

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

Follow Gordon:
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword""",2017-09-22,17:00:02,39789,3045178,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
763,Gordon Ramsay Goes Behind the Scenes on Next Level Chef,"#GordonRamsay #NextLevelChef #TVShow 

On January 2nd on FOX get ready for Gordon's newest, and tallest, cooking competition! With co-mentors Richard Blais an Nyesha Arrington, Gordon is looking for home cooks, influencers and cooks who can take food to the Next Level. What level would want to cook on? 

For More Details: https://www.fox.com/next-level-chef/ 

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2021-12-26,17:00:03,5987,218462,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
764,Fast Food Done Right | Gordon Ramsay | Part 3,"More fast food-inspired recipes to try out! 

Watch part one here - https://www.youtube.com/watch?v=9i4SKHbhbqk

Part two - https://www.youtube.com/watch?v=baVxKs2YKkU

#GordonRamsay #Cooking #Food

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2021-06-03,16:00:30,23263,806937,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
765,Is Gordon Ramsay NFL Draft Ready?,"Back in February Gordon was in Baltimore and headed out to the field with NFL Super Bowl Champion and Baltimore Ravens Punter Sam Koch to learn how to kick. But after a few kicks it was time for the real football (soccer ball) to come out!

Watch Gordon's Steak Demo with Sam: https://www.youtube.com/watch?v=RVCyeX7AWpE

Follow Gordon: 
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay
Facebook: http://www.facebook.com/GordonRamsay",2020-04-22,16:00:07,8433,446201,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
766,Gordon's Chicken–Prank Fools Stubborn Owner | Hotel Hell,"At least he admitted to being wrong.

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

Follow Gordon:
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword""",2017-11-23,16:37:38,42534,3381779,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
767,Seasonal Cooking In February | Gordon Ramsay,"It's February, so here are a few recipes that focus on seasonal ingredients for the month! Including leeks, sweet potatoes and Mussels! 

#GordonRamsay #Cooking #Food #Recipes

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-02-17,17:00:03,5656,209285,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
